day_of_week,hour_of_day,traffic_level,total_connectors,available_connectors,queue_length,wait_time_minutes
4,20,1,3,1,0,0.0
3,13,0,2,2,0,0.0
3,22,1,3,2,0,0.0
3,11,0,3,3,0,0.0
3,14,1,2,0,1,33.29
0,4,0,4,1,0,0.0
4,16,1,3,0,1,26.99
6,12,0,2,2,0,0.0
0,14,0,4,0,0,6.77
0,8,1,4,0,5,57.4
0,9,2,4,0,1,22.66
0,23,1,4,4,0,0.0
5,22,1,2,0,2,48.7
1,17,2,4,0,2,38.35
5,20,0,2,2,0,0.0
2,23,0,2,2,0,0.0
5,6,0,2,0,0,13.59
4,3,0,4,1,0,0.0
1,3,0,3,3,0,0.0
3,1,0,2,1,0,0.0
3,5,1,2,1,0,0.0
6,19,2,4,0,4,59.26
1,20,0,2,0,2,39.04
5,7,2,2,0,4,114.3
3,9,2,3,0,5,98.3
3,11,0,4,3,0,0.0
3,22,0,2,1,0,0.0
6,13,0,2,1,0,0.0
3,3,0,4,0,2,15.27
2,1,1,4,4,0,0.0
3,1,0,3,3,0,0.0
5,14,0,3,1,0,0.0
2,16,1,4,0,5,57.78
3,16,1,2,0,3,75.76
5,23,0,4,3,0,0.0
5,4,1,3,2,0,0.0
3,2,0,4,3,0,0.0
3,19,1,4,0,2,26.66
5,10,1,4,2,0,0.0
4,19,1,3,0,1,28.32
6,23,0,2,0,2,36.56
0,15,0,4,2,0,0.0
6,7,1,4,0,2,29.94
5,12,0,3,0,2,24.91
2,3,1,2,0,1,33.45
6,11,1,4,0,0,8.28
2,3,0,4,3,0,0.0
1,20,1,4,1,0,0.0
1,8,2,3,0,2,45.43
1,23,0,2,2,0,0.0
6,6,1,2,0,2,50.74
5,3,0,2,0,0,11.51
2,13,1,4,0,1,13.14
1,21,1,4,4,0,0.0
3,6,1,2,1,0,0.0
4,11,1,3,1,0,0.0
6,2,0,3,3,0,0.0
6,2,0,4,1,0,0.0
6,16,1,3,0,4,64.14
1,1,1,4,2,0,0.0
0,7,2,3,1,0,0.0
5,11,0,2,1,0,0.0
0,17,1,4,0,4,51.75
4,1,1,4,0,2,26.08
3,8,1,4,0,3,38.3
3,8,2,2,0,2,71.3
1,17,2,4,0,2,35.36
3,2,1,4,0,1,20.4
0,13,1,4,4,0,0.0
0,17,1,3,0,1,26.76
0,1,1,3,1,0,0.0
5,11,0,3,2,0,0.0
6,7,1,2,0,2,59.36
4,19,2,3,0,5,98.06
3,1,0,3,1,0,0.0
3,22,1,3,1,0,0.0
0,14,1,2,1,0,0.0
2,6,0,3,0,0,8.81
1,2,0,4,1,0,0.0
3,23,1,4,0,0,7.61
6,23,0,2,0,0,12.11
1,14,0,2,0,1,24.86
2,19,1,4,0,2,29.18
4,12,1,3,0,2,33.96
0,2,1,3,1,0,0.0
3,22,0,4,1,0,0.0
3,22,0,3,2,0,0.0
6,20,1,2,1,0,0.0
2,22,1,4,0,0,8.23
2,13,1,4,3,0,0.0
2,2,0,2,2,0,0.0
1,9,2,4,0,1,25.47
2,23,0,2,0,2,37.34
3,20,0,3,0,1,16.82
6,1,0,3,3,0,0.0
2,2,0,2,2,0,0.0
3,15,0,2,1,0,0.0
3,1,0,2,1,0,0.0
1,21,1,3,0,2,28.5
2,1,0,4,0,2,20.58
6,10,1,3,1,0,0.0
6,0,1,3,3,0,0.0
6,13,1,4,0,0,8.82
4,12,1,4,2,0,0.0
6,17,2,3,0,2,50.0
3,14,0,4,1,0,0.0
0,8,2,4,0,2,30.21
6,17,2,3,1,0,0.0
0,19,2,3,0,3,68.18
6,20,0,4,0,1,12.22
4,21,0,3,1,0,0.0
3,14,0,2,0,1,27.22
0,11,1,3,1,0,0.0
3,1,0,4,2,0,0.0
4,17,1,3,1,0,0.0
1,8,2,3,1,0,0.0
1,7,1,4,0,5,56.42
5,1,0,2,2,0,0.0
0,5,1,4,3,0,0.0
4,10,1,2,2,0,0.0
1,1,0,4,2,0,0.0
0,21,1,3,0,2,33.73
1,11,0,2,2,0,0.0
3,3,0,4,1,0,0.0
1,10,0,4,3,0,0.0
0,20,0,3,1,0,0.0
0,10,0,4,2,0,0.0
3,20,0,3,2,0,0.0
4,0,0,2,0,1,22.89
1,18,1,2,0,3,76.75
4,22,1,4,4,0,0.0
5,11,0,2,2,0,0.0
0,21,0,4,3,0,0.0
6,20,0,2,0,2,41.33
4,18,2,4,1,0,0.0
4,23,1,2,0,2,48.37
3,21,1,4,3,0,0.0
2,8,2,2,0,2,72.43
2,7,1,3,1,0,0.0
2,23,1,2,0,1,34.24
5,13,0,3,2,0,0.0
4,16,2,2,1,0,0.0
4,7,2,3,0,5,96.99
6,4,0,4,3,0,0.0
5,18,1,4,0,3,39.3
2,10,0,2,1,0,0.0
3,16,2,2,1,0,0.0
5,6,0,2,0,0,13.23
0,13,1,3,3,0,0.0
5,3,0,2,1,0,0.0
0,22,0,2,0,2,42.31
6,16,2,3,0,2,47.88
3,22,0,4,2,0,0.0
0,10,1,3,0,2,32.9
0,2,0,4,3,0,0.0
3,20,1,3,3,0,0.0
2,15,0,4,1,0,0.0
5,18,1,4,0,1,21.6
4,18,2,3,1,0,0.0
3,10,0,3,2,0,0.0
6,3,0,2,1,0,0.0
2,1,1,4,4,0,0.0
4,16,2,3,0,4,82.21
2,5,0,2,2,0,0.0
5,6,1,3,2,0,0.0
4,19,1,3,0,3,54.37
1,3,0,3,3,0,0.0
3,7,2,2,0,5,145.28
6,3,1,2,1,0,0.0
1,3,1,2,2,0,0.0
6,5,1,2,0,2,46.46
4,6,0,2,0,1,28.27
1,9,2,4,1,0,0.0
4,4,0,3,0,2,22.71
5,3,0,3,3,0,0.0
2,2,0,2,2,0,0.0
5,3,0,3,1,0,0.0
5,2,0,3,2,0,0.0
2,14,1,4,4,0,0.0
5,2,1,4,2,0,0.0
0,13,1,2,2,0,0.0
2,6,1,4,0,2,24.98
5,0,0,2,2,0,0.0
3,7,1,4,0,4,47.24
1,15,1,2,1,0,0.0
2,4,1,2,0,2,48.62
6,23,0,4,0,1,13.16
0,15,1,4,1,0,0.0
5,5,0,2,2,0,0.0
2,19,2,3,0,3,64.64
3,16,1,4,0,2,30.09
2,21,0,3,3,0,0.0
4,11,0,4,2,0,0.0
0,7,2,2,1,0,0.0
3,10,1,2,1,0,0.0
0,5,0,3,0,1,19.89
5,12,0,4,3,0,0.0
6,15,0,4,1,0,0.0
0,9,2,3,0,4,80.91
0,17,2,3,0,4,79.51
3,14,0,3,2,0,0.0
0,8,2,3,0,3,65.93
5,1,0,3,3,0,0.0
1,18,2,2,0,1,50.38
4,19,1,3,0,1,23.54
6,12,1,2,1,0,0.0
2,17,2,2,0,5,145.19
1,11,0,4,1,0,0.0
6,17,2,3,0,3,65.4
6,5,0,3,3,0,0.0
1,17,1,4,0,1,18.9
6,0,0,4,4,0,0.0
3,15,0,2,1,0,0.0
2,0,1,2,2,0,0.0
1,1,1,3,0,1,24.42
5,12,1,2,1,0,0.0
6,2,0,2,2,0,0.0
5,22,0,4,0,0,5.95
5,17,1,4,0,5,58.75
6,12,1,2,1,0,0.0
6,10,1,3,0,1,21.32
2,14,0,2,1,0,0.0
5,18,2,3,0,4,80.03
0,7,2,3,0,4,77.81
2,22,1,4,1,0,0.0
3,0,1,3,3,0,0.0
2,17,1,4,1,0,0.0
1,18,2,2,0,4,117.12
2,15,0,4,2,0,0.0
2,4,0,4,0,2,21.94
1,6,1,3,1,0,0.0
0,4,1,3,3,0,0.0
4,23,0,4,0,1,10.81
2,13,1,3,2,0,0.0
6,4,0,2,2,0,0.0
4,19,1,3,0,2,37.02
6,17,2,3,1,0,0.0
2,20,0,2,1,0,0.0
5,15,1,4,0,0,3.82
3,22,0,2,0,0,11.22
1,16,1,4,0,2,26.6
3,3,0,2,1,0,0.0
1,20,0,4,1,0,0.0
5,17,2,3,0,3,67.28
0,13,1,3,2,0,0.0
4,10,0,4,4,0,0.0
5,5,0,2,2,0,0.0
5,6,1,4,2,0,0.0
4,19,2,3,1,0,0.0
1,10,1,4,1,0,0.0
1,16,2,4,0,3,50.02
3,5,0,2,0,0,11.12
2,22,0,2,2,0,0.0
0,17,2,3,0,1,36.5
4,14,0,4,0,1,14.46
5,17,2,2,0,2,71.35
2,9,2,3,0,3,59.0
4,12,1,3,1,0,0.0
0,18,1,2,0,3,82.58
1,8,1,4,0,5,55.72
4,20,0,3,2,0,0.0
6,23,1,4,3,0,0.0
1,5,0,2,0,0,9.21
6,19,1,2,0,4,99.55
6,0,0,3,0,0,13.21
4,14,1,3,3,0,0.0
2,9,1,4,0,5,61.27
3,12,1,3,3,0,0.0
2,9,2,4,0,5,73.13
6,6,1,2,1,0,0.0
5,4,1,3,3,0,0.0
3,22,1,3,0,2,33.69
3,20,0,3,0,1,18.37
6,14,0,4,3,0,0.0
1,19,1,4,1,0,0.0
2,5,0,4,1,0,0.0
3,11,0,4,0,2,20.27
2,10,0,2,1,0,0.0
4,0,0,4,0,2,19.31
2,20,0,3,0,2,25.21
5,8,2,3,0,5,95.87
6,0,0,4,4,0,0.0
5,14,0,3,3,0,0.0
5,20,0,4,0,1,10.99
0,19,1,4,0,2,28.69
0,13,0,2,1,0,0.0
5,22,0,2,0,2,34.11
2,6,1,4,0,1,16.05
6,21,1,3,1,0,0.0
4,23,1,3,0,2,30.52
3,13,1,4,0,0,5.92
1,16,2,2,0,1,48.36
1,14,0,2,2,0,0.0
1,22,0,4,1,0,0.0
5,23,0,2,1,0,0.0
4,11,0,2,1,0,0.0
4,22,1,2,1,0,0.0
0,3,0,2,2,0,0.0
0,5,1,3,0,0,13.62
6,0,1,2,1,0,0.0
3,2,0,4,2,0,0.0
6,21,0,4,1,0,0.0
2,1,1,3,2,0,0.0
1,8,2,2,0,4,121.84
1,6,0,3,1,0,0.0
2,8,2,4,0,1,20.86
3,11,0,4,2,0,0.0
6,20,0,4,1,0,0.0
0,18,1,3,0,4,63.02
2,20,0,4,1,0,0.0
2,22,1,4,2,0,0.0
0,16,2,2,0,4,121.88
2,1,1,2,2,0,0.0
5,5,0,3,3,0,0.0
4,10,1,3,3,0,0.0
5,18,2,2,0,3,94.04
6,0,0,2,1,0,0.0
2,10,0,4,1,0,0.0
2,9,2,2,0,1,47.55
3,19,2,3,1,0,0.0
5,12,0,3,2,0,0.0
5,11,0,4,3,0,0.0
5,12,0,3,1,0,0.0
6,16,2,2,1,0,0.0
6,8,2,4,0,2,37.1
4,5,1,3,1,0,0.0
4,4,1,2,1,0,0.0
6,1,0,2,0,1,23.06
3,12,0,2,0,2,37.71
1,6,0,2,1,0,0.0
0,5,0,2,1,0,0.0
0,23,0,2,2,0,0.0
4,11,0,2,0,1,22.33
0,15,1,4,3,0,0.0
5,6,1,3,3,0,0.0
6,14,0,4,0,1,11.3
1,10,0,2,1,0,0.0
2,21,0,4,4,0,0.0
3,17,2,2,1,0,0.0
5,23,0,4,1,0,0.0
4,5,0,2,1,0,0.0
2,16,2,2,1,0,0.0
0,20,0,2,1,0,0.0
1,1,0,2,1,0,0.0
0,10,1,3,1,0,0.0
3,4,0,3,3,0,0.0
5,15,0,2,1,0,0.0
1,5,1,3,0,1,22.31
6,2,1,3,0,2,29.31
6,12,0,2,1,0,0.0
1,18,2,4,1,0,0.0
0,15,1,4,3,0,0.0
3,1,0,3,2,0,0.0
5,20,1,2,1,0,0.0
4,11,1,3,2,0,0.0
6,17,1,3,0,4,65.88
4,12,0,4,1,0,0.0
0,10,1,4,2,0,0.0
1,16,2,4,1,0,0.0
3,1,0,3,0,0,8.29
6,15,0,3,0,2,26.1
5,11,0,3,2,0,0.0
5,9,2,2,0,2,72.45
2,11,0,3,3,0,0.0
2,9,1,4,0,3,41.73
5,1,1,4,3,0,0.0
1,5,1,2,0,0,16.5
5,4,0,4,3,0,0.0
2,11,1,3,1,0,0.0
6,23,1,4,3,0,0.0
0,2,0,3,0,0,7.47
4,23,0,4,3,0,0.0
4,23,0,2,2,0,0.0
5,9,2,3,0,2,48.24
5,8,2,4,0,4,61.09
0,6,0,4,2,0,0.0
4,16,1,4,0,3,39.1
4,15,0,2,1,0,0.0
5,22,0,2,2,0,0.0
5,1,0,4,1,0,0.0
5,9,1,3,1,0,0.0
1,0,1,3,1,0,0.0
2,8,2,3,0,1,32.08
1,7,2,2,0,2,70.6
0,19,2,3,1,0,0.0
4,13,1,4,2,0,0.0
4,12,1,3,0,1,20.34
2,10,0,3,1,0,0.0
3,23,0,3,1,0,0.0
5,12,0,3,0,2,22.19
6,18,2,2,1,0,0.0
4,11,0,2,2,0,0.0
4,11,0,3,2,0,0.0
3,21,0,3,1,0,0.0
4,18,2,2,0,5,147.5
3,13,0,2,2,0,0.0
5,15,0,2,2,0,0.0
1,12,0,4,0,1,10.01
1,6,1,2,1,0,0.0
1,5,0,4,4,0,0.0
3,11,0,2,2,0,0.0
2,10,1,3,0,2,31.11
5,20,0,4,4,0,0.0
4,17,1,3,1,0,0.0
3,14,0,3,1,0,0.0
6,5,0,3,0,2,23.56
6,10,1,3,1,0,0.0
5,3,1,3,3,0,0.0
3,13,1,2,0,2,50.54
1,4,1,4,4,0,0.0
0,19,2,4,1,0,0.0
0,10,0,4,1,0,0.0
4,20,1,3,0,1,21.08
0,23,1,4,3,0,0.0
4,16,1,2,1,0,0.0
2,23,0,2,1,0,0.0
5,6,0,3,2,0,0.0
0,0,1,2,1,0,0.0
3,7,2,4,1,0,0.0
1,5,1,3,0,2,35.0
6,10,0,2,1,0,0.0
5,2,1,2,0,2,47.4
5,13,0,4,3,0,0.0
0,13,1,3,0,2,33.06
6,19,2,4,0,4,58.33
3,23,0,2,1,0,0.0
6,23,0,2,1,0,0.0
5,16,2,4,1,0,0.0
3,3,0,2,1,0,0.0
6,18,2,2,0,3,100.29
3,21,0,3,1,0,0.0
6,15,0,2,0,1,22.62
5,22,0,2,2,0,0.0
3,7,2,3,0,4,80.62
2,14,0,4,4,0,0.0
2,19,1,2,0,5,118.27
2,0,0,2,2,0,0.0
2,22,0,3,1,0,0.0
4,20,0,3,3,0,0.0
5,9,2,2,0,2,72.83
4,9,2,3,0,1,31.63
6,6,0,4,1,0,0.0
4,0,0,3,3,0,0.0
3,19,2,2,0,5,143.74
6,16,2,3,0,4,80.09
6,15,0,4,4,0,0.0
3,5,0,3,0,2,24.71
0,10,0,2,0,0,14.43
1,8,2,4,0,2,40.42
2,15,1,3,0,2,31.39
6,16,2,2,0,3,93.26
5,1,1,3,0,1,21.49
4,2,1,3,0,0,15.99
3,18,1,4,0,3,37.39
6,23,1,2,2,0,0.0
6,7,2,2,1,0,0.0
1,1,0,4,4,0,0.0
2,2,0,4,0,0,9.53
4,9,1,2,0,2,61.86
4,18,2,3,0,5,94.89
6,1,1,3,0,0,11.97
3,3,0,3,3,0,0.0
1,3,1,4,1,0,0.0
4,15,1,3,0,2,35.76
3,3,0,4,1,0,0.0
4,20,0,4,0,1,11.74
6,13,0,4,3,0,0.0
5,5,1,3,3,0,0.0
4,9,2,4,0,5,71.59
1,10,1,3,2,0,0.0
5,14,0,2,1,0,0.0
0,10,0,4,3,0,0.0
1,5,0,2,2,0,0.0
2,3,0,3,1,0,0.0
1,3,0,2,1,0,0.0
4,9,2,3,1,0,0.0
0,21,1,3,1,0,0.0
4,21,0,2,0,0,11.34
6,12,0,2,2,0,0.0
5,5,1,3,3,0,0.0
5,19,2,3,0,2,45.97
2,15,0,3,1,0,0.0
2,10,0,4,2,0,0.0
3,9,2,3,1,0,0.0
6,13,0,2,0,1,23.7
2,20,0,2,1,0,0.0
0,22,0,2,2,0,0.0
5,8,2,3,0,3,61.55
3,12,1,3,1,0,0.0
6,6,1,4,3,0,0.0
6,8,1,2,0,2,58.57
2,23,1,3,3,0,0.0
0,21,1,3,3,0,0.0
1,8,2,4,1,0,0.0
0,3,1,2,1,0,0.0
2,17,2,3,0,1,30.46
3,4,0,4,2,0,0.0
6,23,0,3,1,0,0.0
4,9,1,4,0,4,49.22
1,10,1,4,2,0,0.0
4,16,2,3,0,2,44.89
6,2,1,4,2,0,0.0
6,11,1,3,1,0,0.0
1,10,0,3,3,0,0.0
2,10,1,2,2,0,0.0
2,8,2,4,0,2,36.66
0,20,0,3,3,0,0.0
6,15,1,2,0,2,50.42
2,0,0,4,0,2,14.76
6,10,0,4,2,0,0.0
4,10,0,4,0,2,19.5
0,17,2,2,0,5,146.46
6,2,0,4,4,0,0.0
5,6,1,2,1,0,0.0
6,8,2,3,0,3,61.58
0,5,1,4,2,0,0.0
3,16,2,4,1,0,0.0
0,12,0,4,0,2,22.1
6,12,0,2,0,1,25.84
3,4,0,3,2,0,0.0
4,14,1,4,1,0,0.0
6,18,2,3,0,2,46.59
6,4,0,2,0,0,12.39
0,17,1,4,0,5,59.62
2,2,0,3,1,0,0.0
5,6,0,2,0,1,25.15
2,7,2,2,0,2,73.08
3,3,0,3,3,0,0.0
6,23,0,4,3,0,0.0
0,14,0,3,1,0,0.0
1,12,0,4,0,0,4.41
4,18,2,4,0,2,36.34
6,6,0,2,2,0,0.0
4,11,0,4,3,0,0.0
1,6,1,2,1,0,0.0
3,8,1,4,1,0,0.0
0,0,0,3,3,0,0.0
6,3,0,3,2,0,0.0
6,2,1,3,2,0,0.0
1,22,1,2,2,0,0.0
6,12,0,3,2,0,0.0
5,20,0,3,1,0,0.0
6,7,2,2,0,2,69.17
4,4,1,2,1,0,0.0
6,1,1,2,0,2,48.53
5,9,2,3,1,0,0.0
6,5,0,3,1,0,0.0
4,4,1,4,1,0,0.0
2,3,0,2,1,0,0.0
1,9,2,3,0,3,62.19
4,10,0,2,1,0,0.0
0,15,1,2,0,1,31.03
0,17,2,3,0,2,50.47
0,0,0,3,0,1,18.85
0,3,0,3,3,0,0.0
6,17,1,3,0,3,53.22
3,15,0,3,2,0,0.0
5,17,2,3,0,4,77.82
3,23,0,4,1,0,0.0
1,16,1,2,0,1,38.37
5,3,0,4,2,0,0.0
4,3,0,2,1,0,0.0
1,23,0,4,2,0,0.0
5,14,1,4,4,0,0.0
4,18,1,3,0,4,67.43
2,21,1,2,2,0,0.0
6,1,0,4,0,0,6.53
1,0,1,2,0,0,20.89
1,12,0,3,3,0,0.0
3,11,1,2,2,0,0.0
3,14,0,2,2,0,0.0
2,17,1,3,0,5,78.79
2,10,0,2,1,0,0.0
6,15,0,4,0,2,19.13
6,10,0,4,0,1,11.88
3,20,1,2,0,0,16.52
1,14,0,2,2,0,0.0
5,9,2,2,0,4,119.7
3,17,2,2,0,4,121.42
6,16,1,2,0,1,40.91
1,23,0,4,4,0,0.0
4,4,1,4,4,0,0.0
0,17,2,3,0,5,94.43
1,11,0,2,2,0,0.0
1,20,1,4,1,0,0.0
6,22,1,2,2,0,0.0
3,6,0,3,3,0,0.0
2,12,0,4,3,0,0.0
3,10,1,2,1,0,0.0
0,2,1,3,2,0,0.0
1,23,1,4,0,0,5.46
6,13,0,2,1,0,0.0
6,5,0,2,0,2,33.83
3,12,0,4,1,0,0.0
6,11,0,2,1,0,0.0
1,12,1,2,2,0,0.0
4,21,0,2,1,0,0.0
1,21,0,3,0,2,26.02
0,16,2,3,0,5,93.79
3,7,2,4,0,1,19.69
4,23,0,4,1,0,0.0
0,23,0,3,0,1,17.44
6,8,2,2,1,0,0.0
3,18,2,2,1,0,0.0
6,9,2,2,0,1,52.99
5,19,2,4,0,4,59.99
6,22,0,3,0,2,26.68
0,8,2,4,0,3,48.16
5,16,2,3,0,3,63.8
0,0,1,2,1,0,0.0
1,18,1,3,1,0,0.0
5,8,2,2,1,0,0.0
4,19,2,4,1,0,0.0
0,19,2,2,0,5,145.84
0,3,0,2,2,0,0.0
5,22,0,4,3,0,0.0
5,23,0,2,2,0,0.0
6,14,1,3,0,1,21.09
6,20,0,4,0,0,6.78
4,5,1,2,1,0,0.0
0,9,1,3,1,0,0.0
6,8,2,3,0,3,64.64
1,8,1,3,0,4,63.66
5,20,0,3,1,0,0.0
4,17,2,4,1,0,0.0
6,11,0,2,0,1,26.98
2,19,2,4,0,3,47.65
6,9,2,2,0,4,118.49
2,19,2,3,0,4,81.07
1,8,2,4,0,3,46.2
6,14,0,3,1,0,0.0
2,0,0,2,2,0,0.0
2,16,2,4,0,5,72.06
4,5,1,3,0,0,10.82
0,2,1,4,3,0,0.0
6,8,2,2,0,5,146.17
2,12,0,2,0,2,38.45
6,9,2,4,0,3,47.95
1,14,0,2,2,0,0.0
1,21,0,3,3,0,0.0
1,22,0,2,0,1,26.64
5,6,0,2,1,0,0.0
1,0,0,4,3,0,0.0
3,17,2,4,0,4,62.78
1,16,2,4,1,0,0.0
5,8,2,4,0,4,61.12
2,11,0,2,2,0,0.0
2,2,0,4,2,0,0.0
6,22,1,2,2,0,0.0
1,3,1,4,3,0,0.0
4,10,1,2,0,2,48.77
2,22,1,4,4,0,0.0
6,7,2,3,0,4,77.38
4,14,1,3,3,0,0.0
0,5,1,2,1,0,0.0
4,20,0,2,1,0,0.0
6,22,0,2,2,0,0.0
2,2,0,4,4,0,0.0
2,23,1,2,2,0,0.0
3,13,0,4,3,0,0.0
1,21,0,3,2,0,0.0
2,7,2,4,1,0,0.0
1,17,2,4,0,1,21.87
4,1,0,4,4,0,0.0
0,2,0,4,4,0,0.0
3,23,1,2,0,0,15.64
4,5,0,2,2,0,0.0
3,23,0,2,0,0,11.28
3,18,2,4,1,0,0.0
6,13,1,3,3,0,0.0
1,10,0,2,1,0,0.0
2,5,0,4,2,0,0.0
3,2,0,2,1,0,0.0
1,7,2,3,0,3,63.63
3,3,0,4,0,2,18.86
0,17,2,2,0,1,49.06
1,0,0,4,0,1,12.36
3,9,2,2,0,1,48.97
1,6,1,4,3,0,0.0
1,17,2,2,0,2,72.13
4,11,0,4,3,0,0.0
5,5,0,4,3,0,0.0
0,19,2,2,0,3,92.05
2,3,1,3,1,0,0.0
4,16,1,2,1,0,0.0
1,19,2,2,0,4,118.12
5,17,2,3,0,5,95.71
0,10,0,2,0,0,10.08
6,15,0,2,0,1,26.2
0,15,1,4,4,0,0.0
0,16,2,2,0,5,147.06
4,18,2,4,1,0,0.0
6,17,1,4,0,3,41.44
1,14,0,2,2,0,0.0
3,12,0,3,0,1,16.24
0,15,0,2,2,0,0.0
3,19,2,3,1,0,0.0
6,9,2,4,0,5,74.98
6,1,0,2,1,0,0.0
4,23,1,4,1,0,0.0
5,10,0,4,4,0,0.0
0,1,0,3,1,0,0.0
2,17,2,2,1,0,0.0
5,16,1,4,0,1,19.8
1,3,0,3,1,0,0.0
5,10,1,2,0,1,31.83
1,18,2,4,0,1,22.77
3,6,0,4,2,0,0.0
0,7,2,4,0,4,59.4
6,7,2,3,0,2,47.22
1,19,2,2,0,4,120.34
5,18,2,4,0,2,36.32
5,23,0,3,0,1,16.67
6,13,0,3,1,0,0.0
6,15,1,3,0,2,33.37
5,12,1,2,1,0,0.0
1,21,0,4,0,2,21.13
0,3,0,2,0,0,14.4
4,10,1,2,1,0,0.0
5,22,0,4,2,0,0.0
4,9,2,3,0,1,29.03
6,3,0,3,0,2,19.89
6,15,0,2,2,0,0.0
0,15,0,3,0,0,10.2
0,12,0,2,2,0,0.0
6,2,0,2,2,0,0.0
2,14,0,4,3,0,0.0
4,1,1,4,1,0,0.0
6,6,0,4,0,2,16.02
0,4,0,3,1,0,0.0
2,14,1,2,0,1,32.05
3,4,1,3,0,0,8.49
1,20,0,2,2,0,0.0
5,14,0,2,0,0,8.9
4,16,2,3,0,2,49.08
4,10,0,2,2,0,0.0
0,13,1,4,0,2,25.89
5,5,0,4,2,0,0.0
0,4,1,2,0,0,15.1
3,0,0,4,3,0,0.0
6,18,1,2,0,5,111.82
4,2,1,2,1,0,0.0
4,20,0,3,3,0,0.0
3,23,1,2,1,0,0.0
4,8,2,3,1,0,0.0
3,4,1,3,2,0,0.0
1,4,1,3,1,0,0.0
3,8,2,2,0,4,118.91
6,9,1,2,1,0,0.0
3,22,0,4,3,0,0.0
1,20,0,3,3,0,0.0
3,13,1,3,3,0,0.0
3,12,0,3,2,0,0.0
2,21,0,3,1,0,0.0
1,6,0,4,4,0,0.0
1,23,1,4,2,0,0.0
3,17,2,3,0,2,48.78
3,4,0,3,3,0,0.0
2,19,1,3,0,2,36.04
2,17,2,2,1,0,0.0
4,13,0,2,0,2,37.87
1,12,1,4,1,0,0.0
2,23,1,4,1,0,0.0
5,12,0,4,1,0,0.0
3,10,0,3,1,0,0.0
6,15,1,3,0,2,32.47
0,2,0,2,0,0,13.66
2,2,0,3,1,0,0.0
5,4,0,2,0,1,25.24
4,10,0,4,3,0,0.0
2,22,0,2,1,0,0.0
0,17,1,2,0,4,95.55
0,17,2,4,0,5,74.39
4,20,1,3,2,0,0.0
5,7,2,2,0,4,119.68
0,1,0,2,1,0,0.0
3,15,0,2,2,0,0.0
5,11,1,3,1,0,0.0
3,0,1,3,2,0,0.0
2,2,0,3,1,0,0.0
1,19,2,3,1,0,0.0
1,3,0,4,2,0,0.0
2,22,0,2,2,0,0.0
6,15,1,2,2,0,0.0
3,5,0,3,1,0,0.0
4,8,1,4,1,0,0.0
2,5,1,2,0,2,48.7
2,8,2,3,0,1,30.13
2,23,0,4,0,1,11.61
4,1,1,2,0,2,46.98
4,0,0,3,1,0,0.0
3,12,0,3,2,0,0.0
5,12,0,3,3,0,0.0
3,22,0,3,2,0,0.0
5,8,1,4,1,0,0.0
2,8,2,2,0,3,95.65
6,16,1,2,0,1,42.42
1,2,0,2,0,0,9.76
4,7,1,2,0,1,35.77
5,10,0,4,1,0,0.0
4,20,1,3,2,0,0.0
6,21,1,2,0,0,19.19
5,4,1,2,0,0,15.83
0,22,0,2,1,0,0.0
6,21,0,2,0,2,36.16
0,12,1,3,1,0,0.0
3,6,0,4,4,0,0.0
5,5,0,3,0,1,18.75
1,16,1,2,0,2,57.29
2,4,1,4,1,0,0.0
5,3,0,4,1,0,0.0
1,10,0,2,1,0,0.0
5,18,2,3,1,0,0.0
4,20,0,3,3,0,0.0
2,11,0,4,4,0,0.0
0,20,0,4,2,0,0.0
6,5,0,2,0,1,28.65
2,23,1,2,1,0,0.0
0,21,0,4,0,2,20.11
5,2,1,3,2,0,0.0
5,21,1,4,0,2,23.4
2,23,0,3,2,0,0.0
5,15,0,3,2,0,0.0
6,15,1,3,1,0,0.0
1,18,1,2,0,4,101.81
3,14,0,3,3,0,0.0
6,14,0,3,1,0,0.0
5,12,0,3,1,0,0.0
6,10,1,3,1,0,0.0
3,11,0,2,2,0,0.0
1,4,0,4,1,0,0.0
0,0,0,3,1,0,0.0
2,10,0,2,1,0,0.0
3,5,1,3,2,0,0.0
1,6,1,3,3,0,0.0
3,13,0,2,2,0,0.0
0,11,0,2,1,0,0.0
5,15,0,4,1,0,0.0
1,16,1,3,1,0,0.0
3,0,1,3,1,0,0.0
2,20,1,3,3,0,0.0
4,3,0,4,4,0,0.0
2,10,0,4,1,0,0.0
2,18,1,3,0,4,63.79
2,13,0,2,1,0,0.0
5,7,2,3,1,0,0.0
6,8,2,4,0,2,37.48
1,10,1,4,1,0,0.0
5,18,1,4,0,4,49.35
4,15,0,2,2,0,0.0
0,12,1,2,1,0,0.0
0,16,2,3,0,1,34.6
3,12,0,2,2,0,0.0
1,11,0,2,0,0,15.62
5,0,0,3,3,0,0.0
4,4,0,3,3,0,0.0
2,19,1,4,0,5,58.56
4,3,1,3,0,2,30.99
1,16,2,4,0,4,60.92
3,22,0,2,1,0,0.0
1,4,0,3,0,2,23.64
5,13,0,2,1,0,0.0
6,4,1,3,3,0,0.0
4,5,0,4,2,0,0.0
0,8,2,3,0,5,100.03
3,9,2,2,0,3,96.27
0,3,0,2,2,0,0.0
3,11,0,2,2,0,0.0
3,17,2,2,1,0,0.0
5,10,0,3,2,0,0.0
4,1,0,4,2,0,0.0
4,18,2,2,0,2,71.27
